,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,Final Region,p1_z,p2_z,p3_z,rating
183,CR Ervine ,2010,93,90,11,2571,130,32,3406,75,3,15,7,ZIM,0.23085763764890888,0.09566326530612247,8.766583746172534,0.8755102692395289
155,V Sibanda ,2003,127,126,4,2994,116,24,4716,63,2,21,14,ZIM,0.32833515187357354,0.0892857142857143,8.575498816909402,0.8749781293334624
179,EC Joyce ,2006,78,77,8,2622,160,38,3630,72,6,15,5,ENG,0.24453596667758698,0.19132653061224494,8.582863974782502,0.8743081242923463
180,Ahmed Shehzad ,2009,81,81,1,2605,124,32,3614,72,6,14,7,PAK,0.21300505564685251,0.17857142857142855,8.527216115296879,0.8614309333806537
213,RA Jadeja ,2009,159,106,36,2188,87,31,2543,86,0,11,6,INDIA,0.286765524823788,0.0,8.554858189289737,0.8527714745985047
205,DL Vettori ,1997,295,187,57,2253,83,17,2715,82,0,4,23,NZ,0.31241212698813003,0.0,8.399280595204932,0.8430292571599016
174,GJ Whittall ,1993,147,142,22,2705,83,22,4011,67,0,11,12,ZIM,0.296612873717755,0.0,8.239656710683674,0.8251653168596098
233,Fakhar Zaman ,2017,46,46,4,1958,210,46,2056,95,4,13,5,PAK,0.09798402008990131,0.11054421768707483,8.456747012190084,0.8238246432021813
243,DJG Sammy ,2004,126,105,30,1871,89,24,1870,100,0,9,4,WI,0.12915899563533767,0.0,8.506302704052283,0.8187883227816046
181,NJ O'Brien ,2006,103,101,9,2581,109,28,3638,70,1,18,3,IRE,0.23921185329814615,0.03826530612244898,8.21396958600281,0.8174029604680328
186,VG Kambli ,1991,104,97,21,2477,106,32,3443,71,2,14,4,INDIA,0.2612678814298134,0.059523809523809514,7.995606294246728,0.8041034054289127
214,CS MacLeod ,2008,66,64,6,2175,175,37,2623,82,8,8,8,SCOT,0.14523629760273354,0.13605442176870747,8.10849325103006,0.80369419977394
258,MM Ali ,2014,101,82,13,1766,128,25,1697,104,3,5,5,ENG,0.09767505151210698,0.03188775510204081,8.350088614842642,0.802780823278038
169,SV Carlisle ,1995,111,107,8,2740,121,27,4325,63,3,9,11,ZIM,0.2957361120650305,0.05739795918367347,7.847984889222366,0.7964547863264406
202,GS Chappell ,1971,74,72,14,2331,138,40,3079,75,3,14,7,AUS,0.20699237056661632,0.08928571428571427,7.948232871383967,0.7937075118119475
212,D Ramdin ,2005,139,110,22,2200,169,25,2738,80,2,8,4,WI,0.21747750243689187,0.03401360544217687,8.001652997932664,0.7929117839314905
187,Imrul Kayes ,2008,78,78,2,2434,144,32,3423,71,4,16,2,BDESH,0.19418219259095382,0.13605442176870752,7.856804893095089,0.7893265690109191
200,RR Singh ,1989,136,113,23,2336,100,25,3144,74,1,9,5,INDIA,0.24429698800117072,0.01913265306122449,7.859078089969502,0.7825181531305001
189,TM Odoyo ,1996,136,119,16,2420,111,23,3438,70,1,8,13,KENYA,0.24577022937919307,0.017006802721088433,7.70159101051019,0.7677831209348708
191,RA Smith ,1988,71,70,8,2419,167,39,3473,69,4,15,4,ENG,0.21828768159133172,0.1275510204081633,7.5884312701019265,0.7675674606514243
196,GP Thorpe ,1993,82,77,13,2380,89,37,3344,71,0,21,3,ENG,0.23073570787335004,0.0,7.682496156765123,0.7608070880971561
199,VVS Laxman ,1998,86,83,7,2338,131,30,3282,71,6,10,3,INDIA,0.19268173803417193,0.12755102040816324,7.546922695175151,0.7589055419853175
192,L Vincent ,2001,102,99,10,2413,172,27,3453,69,3,11,8,NZ,0.2167921309322451,0.07015306122448979,7.569609199981789,0.7574865294594674
197,Rahmat Shah ,2013,73,69,2,2359,114,35,3366,70,4,16,3,AFG,0.19528840140063058,0.13605442176870752,7.507459997435345,0.756897553613894
184,AC Hudson ,1991,89,88,1,2559,161,29,3960,64,2,18,6,SA,0.23266853425509298,0.07653061224489796,7.445901826076251,0.749789843910986
220,CL White ,2005,91,77,16,2072,105,33,2586,80,2,11,4,AUS,0.1768262626127558,0.046768707482993194,7.5361022780529465,0.7436122835698273
253,JO Holder ,2013,112,89,19,1798,99,25,1907,94,0,9,9,WI,0.12183595685874052,0.0,7.683951002764747,0.7405962330914441
216,IT Botham ,1976,116,106,15,2113,79,23,2671,79,0,9,6,ENG,0.1626527320088334,0.0,7.589158693101739,0.7393669456090637
262,Soumya Sarkar ,2014,55,54,3,1728,127,33,1753,98,2,11,5,BDESH,0.07192028732254314,0.046768707482993194,7.699045030010847,0.7392337766310463
165,AH Jones ,1987,87,87,9,2784,93,35,4811,57,0,25,4,NZ,0.33339850682439304,0.0,7.214581312136014,0.7362760768438298
230,BKG Mendis ,2016,73,71,3,1973,102,29,2367,83,1,16,10,SL,0.11378645053343081,0.034013605442176874,7.445128939138951,0.7215478918269437
228,CH Lloyd ,1973,87,69,19,1977,102,39,2434,81,1,11,1,WI,0.18795134162076393,0.023384353741496597,7.280458557556495,0.7185318853550273
229,GD Elliott ,2008,83,69,11,1976,115,34,2416,81,2,11,6,NZ,0.1550784663230789,0.046768707482993194,7.2767759786199475,0.7153227502652477
206,S Matsikenyeri ,2002,113,110,9,2224,90,22,3072,72,0,13,8,ZIM,0.17427043401677184,0.0,7.280049382119101,0.7126606881509121
235,Aftab Ahmed ,2004,85,85,6,1954,92,24,2353,83,0,14,8,BDESH,0.10921297884627064,0.0,7.373432309719975,0.7092291969791058
254,DJ Hussey ,2008,69,61,6,1796,111,32,1980,90,1,14,4,AUS,0.09919410864793934,0.029761904761904757,7.34879085560134,0.7092258023523136
198,Asghar Afghan ,2009,111,105,9,2356,101,24,3531,66,1,12,7,AFG,0.21461666521805992,0.02551020408163265,7.06946042367351,0.7041005289703124
209,MJ Greatbatch ,1988,84,83,5,2206,111,28,3099,71,2,13,7,NZ,0.16581335163090377,0.05527210884353741,7.120834673035237,0.7039520364104589
201,N Hussain ,1989,88,87,10,2332,115,30,3481,66,1,16,6,ENG,0.2091733387763375,0.034013605442176874,6.9974455466921155,0.6975474700321428
211,Shahriar Nafees ,2005,75,75,5,2201,123,31,3167,69,4,13,11,BDESH,0.1672643067508557,0.11054421768707483,6.904562722403613,0.6917643256956897
304,L Ronchi ,2008,85,68,9,1397,170,23,1220,114,1,4,7,AUS,0.05426611748169631,0.008503401360544217,7.240495756504319,0.6877356409767268
256,Mashrafe Mortaza ,2001,217,156,27,1786,51,13,2037,87,0,1,15,BDESH,0.1316891305701578,0.0,7.0642775347998485,0.6845474787380597
218,NH Fairbrother ,1987,75,71,18,2092,113,39,2903,72,1,16,2,ENG,0.19288797801329882,0.034013605442176874,6.847960120230737,0.6805398375007916
195,CJ Chibhabha ,2005,103,103,2,2389,99,23,3784,63,0,16,7,ZIM,0.20438119469335836,0.0,6.842640839544611,0.6774239860486073
239,Imran Nazir ,1999,79,79,2,1895,160,24,2339,81,2,9,10,PAK,0.10080866516236267,0.03826530612244898,6.978487084759513,0.6761253722385239
224,WPUJC Vaas ,1994,322,220,72,2025,50,13,2796,72,0,1,25,SL,0.26862556981219154,0.0,6.6286420857874,0.6694356663258634
217,MW Gatting ,1977,92,88,17,2095,115,29,2968,70,1,9,4,ENG,0.18032879671685476,0.01913265306122449,6.667286432652416,0.6592295424913076
298,SO Hetmyer ,2017,43,40,3,1416,139,38,1323,107,5,4,2,WI,0.048613235749729165,0.042517006802721094,6.888332096720306,0.6585467446275135
221,GC Wilson ,2007,105,99,12,2072,113,23,2880,71,1,12,6,IRE,0.15860448388092974,0.02551020408163265,6.68829077177199,0.6580264872019197
259,IA Healy ,1988,168,120,36,1764,56,21,2104,83,0,4,9,AUS,0.16988040954480282,0.0,6.656466015530213,0.6535854813175045
257,MS Wade ,2012,94,80,11,1777,100,25,2164,82,1,10,5,AUS,0.11583558908022719,0.02125850340136054,6.624732187163411,0.6435021582091549
178,Mudassar Nazar ,1977,122,115,10,2653,95,25,5130,51,0,16,6,PAK,0.3572765746912797,0.0,6.1514071339732,0.6414160178881332
234,LMP Simmons ,2006,68,65,3,1958,122,31,2680,73,2,16,9,WI,0.1281542721826592,0.06802721088435375,6.4983424409460655,0.6405501590147954
281,N Dickwella ,2014,52,49,1,1571,116,32,1679,93,2,9,1,SL,0.06308595015904932,0.03826530612244898,6.642417658846342,0.6376817737770312
247,OA Shah ,2001,71,66,6,1834,107,30,2331,78,1,12,6,ENG,0.112699857314535,0.02551020408163265,6.503707185569679,0.6322059483315045
222,CO Obuya ,2001,104,89,9,2044,98,25,2981,68,0,11,6,KENYA,0.17672622770437157,0.0,6.3191235993673684,0.6233501193540827
282,DR Smith ,2004,105,89,5,1560,97,18,1683,92,0,8,14,WI,0.07253569194880563,0.0,6.524984308314182,0.6231146678144693
240,RD Berrington ,2008,78,73,6,1882,101,28,2535,74,1,13,3,SCOT,0.1258312521007331,0.027636054421768703,6.331671646114128,0.6188857948085273
204,SL Campbell ,1994,90,87,0,2283,105,26,3853,59,2,14,9,WI,0.20526937575104462,0.059523809523809514,6.123855987855319,0.6187823064806239
277,Najibullah Zadran ,2012,67,62,9,1586,104,29,1765,89,1,11,3,AFG,0.07777650813640893,0.023384353741496597,6.417416632216974,0.6173217570884257
210,JC Adams ,1992,127,105,28,2204,82,28,3614,60,0,14,7,WI,0.29354759231331856,0.0,6.012151093446679,0.6164996728871327
263,Imam-ul-Haq ,2017,37,37,5,1723,151,53,2141,80,7,6,2,PAK,0.09404957462071875,0.08928571428571427,6.266749143380902,0.6155216232662876
246,Azhar Ali ,2011,53,53,3,1845,102,36,2478,74,3,12,3,PAK,0.10679943235243042,0.07653061224489796,6.2071913852712886,0.6105525639036729
251,A Balbirnie ,2010,64,61,4,1813,145,31,2413,75,5,8,4,IRE,0.10849790767952591,0.08503401360544219,6.181958899965307,0.6097042725233468
207,GM Wood ,1978,83,77,11,2219,114,33,3725,59,3,11,4,AUS,0.23206832480478762,0.07015306122448979,5.952184159899673,0.6092413466224756
309,KM Jadhav ,2014,71,50,18,1354,120,42,1325,102,2,6,2,INDIA,0.08968607263769302,0.02551020408163265,6.278933478627752,0.606907771658152
274,Haris Sohail ,2013,41,40,5,1614,130,46,1895,85,2,13,1,PAK,0.08027657504122915,0.05527210884353741,6.237197584013536,0.6054212741826606
223,Yasir Hameed ,2003,56,56,1,2028,127,36,3029,66,3,12,2,PAK,0.13807856392215453,0.07653061224489796,6.085257104927791,0.6050056736011756
236,PJL Dujon ,1981,169,120,36,1945,82,23,2881,67,0,6,8,WI,0.2562962040406017,0.0,5.924633013781792,0.601363731501457
227,MP Vaughan ,2001,86,83,10,1982,90,27,2898,68,0,16,9,ENG,0.1531238601891308,0.0,6.127447638916891,0.6010339540804238
268,AT Rayudu ,2013,55,50,14,1694,124,47,2143,79,3,10,3,INDIA,0.125220544165221,0.06377551020408162,6.0842568983030505,0.6007224827384784
285,RN ten Doeschate ,2006,33,32,9,1541,119,67,1757,87,5,9,1,NL,0.0867278021087847,0.09566326530612246,6.095213707237718,0.5990225203046564
244,RD Jacobs ,1996,147,112,32,1865,80,23,2662,70,0,9,11,WI,0.2058024501512123,0.0,5.93531703909153,0.5929276063658171
231,KJ Hughes ,1977,97,88,6,1968,98,24,2919,67,0,17,12,AUS,0.15483829045098121,0.0,5.9946929414511905,0.5889523719101226
215,Habibul Bashar ,1995,111,105,5,2168,78,21,3586,60,0,14,18,BDESH,0.1907146534375439,0.0,5.91394898847205,0.5881124140915336
266,Rashid Latif ,1992,166,117,29,1709,79,19,2237,76,0,3,8,PAK,0.1614601409261399,0.0,5.905038056724353,0.581814061288247
261,Sir RJ Hadlee ,1973,115,98,17,1751,79,21,2319,75,0,4,4,NZ,0.12781643277054638,0.0,5.970551590644927,0.581648345709911
232,A Bagai ,2003,62,60,8,1964,137,37,2995,65,2,16,2,CAN,0.155628877037634,0.06802721088435375,5.803926259750477,0.5808113400449841
296,MR Marsh ,2011,53,49,9,1428,102,35,1534,93,1,11,4,AUS,0.06427743613803683,0.023384353741496597,6.037792754190055,0.5793352457501215
226,SV Manjrekar ,1988,74,70,10,1994,105,33,3101,64,1,15,3,INDIA,0.17198887834681348,0.031887755102040824,5.801925846500994,0.5786169489592705
378,AD Russell ,2011,56,47,9,1034,92,27,794,130,0,4,6,WI,0.027146181847356562,0.0,6.111262477171072,0.5759843446350624
238,KLT Arthurton ,1988,105,93,20,1904,84,26,2822,67,0,9,12,WI,0.17568128308139458,0.0,5.799743577501558,0.5746345515340036
283,UT Khawaja ,2013,40,39,2,1554,104,42,1848,84,2,12,2,AUS,0.06969115500963678,0.0510204081632653,5.934680543966695,0.5745866573568931
260,KD Karthik ,2004,94,79,21,1752,79,30,2392,73,0,9,6,INDIA,0.1536480937596507,0.0,5.814655748997705,0.5719109739597981
326,C Munro ,2013,57,53,2,1271,87,24,1214,104,0,8,7,NZ,0.037564685173359556,0.0,6.009605112947337,0.5684341302763192
306,JD Ryder ,2008,48,42,1,1362,107,33,1429,95,3,6,5,NZ,0.051027680140330496,0.03826530612244898,5.882578871605156,0.5644448945244354
291,JM Kemp ,2001,85,66,18,1512,100,31,1819,83,1,10,6,SA,0.1090524625329784,0.02125850340136054,5.705542299025897,0.5563643500834539
248,MW Goodwin ,1998,71,70,3,1818,112,27,2654,68,2,8,1,ZIM,0.11548471865358144,0.03401360544217687,5.620433808047885,0.5514027054461882
300,N Boje ,1995,115,71,18,1414,129,26,1594,88,2,4,2,SA,0.10877480522685322,0.017006802721088433,5.657168669538394,0.5511976333534839
242,JV Coney ,1979,88,80,19,1874,66,30,2885,64,0,8,1,NZ,0.17335969042508864,0.0,5.452762806591205,0.5417859435481192
284,IK Pathan ,2004,120,87,21,1544,83,23,1941,79,0,5,7,INDIA,0.12231004634860199,0.0,5.545509239067243,0.5409122024839995
314,JR Hopes ,2005,84,61,8,1326,63,25,1415,93,0,3,1,AUS,0.06759838788944846,0.0,5.606521843176479,0.5363896877370974
267,DA Gunawardene ,1998,61,61,1,1708,132,28,2389,71,1,12,5,SL,0.09240324637474873,0.02551020408163265,5.513320771325559,0.535892129807199
265,CB Wishart ,1996,90,82,8,1719,172,23,2436,70,2,5,8,ZIM,0.11480397477070343,0.02125850340136054,5.470675597961577,0.5354977802132794
270,NC Johnson ,1998,48,48,2,1679,132,36,2389,70,4,11,2,ZIM,0.09306326956313982,0.09353741496598639,5.343376572994466,0.529671933908366
333,JDS Neesham ,2013,59,50,10,1247,97,31,1260,98,0,6,2,NZ,0.05215813216255701,0.0,5.555965944689541,0.5287819219447568
252,Samiullah Shinwari ,2009,84,74,12,1811,96,29,2765,65,0,11,1,AFG,0.1532261973969024,0.0,5.351787401429793,0.5285911203343108
312,Sabbir Rahman ,2014,66,59,7,1333,102,25,1461,91,1,6,5,BDESH,0.054659465332040295,0.012755102040816325,5.514912009137648,0.5272013897318762
264,Imran Farhat ,2001,58,58,2,1719,107,30,2489,69,1,13,3,PAK,0.0979902362982474,0.027636054421768703,5.392523089419269,0.5259490098452575
269,ND McKenzie ,2000,64,55,10,1688,131,37,2432,69,2,10,2,SA,0.1305171680899758,0.04251700680272108,5.2952757271318935,0.5250267639173216
272,UDU Chandana ,1994,147,111,17,1627,89,17,2229,72,0,5,8,SL,0.12737190480481964,0.0,5.325827493124,0.5213353522037454
245,M Prabhakar ,1984,130,98,21,1858,106,24,3083,60,2,11,8,INDIA,0.2197537397952651,0.046768707482993194,5.068319751190531,0.5210933007331675
225,KO Otieno ,1996,90,87,1,2016,144,23,3561,56,2,12,12,KENYA,0.16782305178919332,0.0510204081632653,5.132696686673898,0.5180004647194496
273,CK Kapugedera ,2006,102,84,7,1624,95,21,2254,72,0,8,7,SL,0.11006680959709629,0.0,5.316007282626537,0.5171846770395129
357,CJ Anderson ,2013,49,45,5,1109,131,27,1020,108,1,4,4,NZ,0.03043455606243594,0.008503401360544217,5.445306720843131,0.5155769269324751
288,Azhar Mahmood ,1996,143,110,26,1521,67,18,1988,76,0,3,9,PAK,0.11698738341777523,0.0,5.255449317892183,0.5128204055390153
237,M Amarnath ,1975,85,75,12,1924,102,30,3334,57,2,13,2,INDIA,0.1934318271745996,0.05527210884353741,4.985939096461815,0.5096709309167934
335,RR Rossouw ,2014,36,35,3,1239,132,38,1313,94,3,7,5,SA,0.040204823972911564,0.04464285714285714,5.295002943506964,0.5084252690568734
303,E Lewis ,2016,48,45,2,1402,176,32,1704,82,2,7,2,WI,0.059003697069193145,0.029761904761904757,5.226716109399607,0.5034730419848332
279,Saleem Elahi ,1995,48,47,4,1579,135,36,2214,71,4,9,3,PAK,0.08624616107693242,0.07653061224489796,5.096916567870643,0.5029908512673374
287,LRD Mendis ,1975,79,74,9,1527,80,23,2034,75,0,7,4,SL,0.08401081255567995,0.0,5.206757440842264,0.5021103011431216
324,TM Head ,2016,42,39,2,1273,128,34,1414,90,1,10,1,AUS,0.04538099159371556,0.02125850340136054,5.2088033180292355,0.4980627978917005
276,LPC Silva ,1999,75,62,7,1587,107,28,2254,70,1,13,6,SL,0.10752401201564525,0.027636054421768703,5.050588815570111,0.4957868942994337
275,GM Turner ,1973,41,40,6,1598,171,47,2348,68,3,9,1,NZ,0.101629020480095,0.05739795918367347,4.940293303223609,0.4885522254975541
313,KMDN Kulasekara ,2003,184,123,37,1327,73,15,1629,81,0,4,13,SL,0.10294973452369947,0.0,4.886782248799934,0.47575684871815305
286,DL Houghton ,1983,63,60,2,1530,142,26,2155,70,1,12,5,ZIM,0.07997865750049452,0.02551020408163265,4.86918770499198,0.4733960026336701
402,HH Pandya ,2016,54,38,6,957,83,29,828,115,0,4,3,INDIA,0.02929989083233041,0.0,5.003533640269769,0.47290303577588744
255,MA Atherton ,1990,54,54,3,1791,127,35,3054,58,2,12,4,ENG,0.13042917420738787,0.0510204081632653,4.722702898404826,0.4727123135648264
280,RL Dias ,1979,58,55,5,1573,121,31,2315,67,2,11,3,SL,0.09417797385755622,0.046768707482993194,4.791489835824555,0.4717694270968247
241,Mohsin Khan ,1977,75,75,5,1877,117,26,3373,55,2,8,3,PAK,0.14941121824293416,0.03401360544217687,4.693469586599878,0.47114478428593703
297,Nasir Jamshed ,2008,48,48,3,1418,112,31,1881,75,3,8,5,PAK,0.06309720840305387,0.0510204081632653,4.835089751875789,0.4706311953876782
294,HJH Marshall ,2003,66,62,9,1454,101,27,1990,73,1,12,3,NZ,0.08040665495661943,0.02551020408163265,4.825633252878233,0.4694071251485289
379,JP Faulkner ,2013,69,52,22,1032,116,34,990,104,1,4,4,AUS,0.05269687021921778,0.008503401360544217,4.8795534827393015,0.46688390141185
278,SC Williams ,1994,57,55,6,1586,105,32,2402,66,1,12,6,WI,0.09909980646502983,0.02551020408163265,4.758983120520452,0.46667330670079654
348,CR Woakes ,2011,99,68,20,1186,95,24,1316,90,0,4,6,ENG,0.0712615073758213,0.0,4.852820687496208,0.4666635595381524
332,MD Gunathilaka ,2015,38,37,1,1249,133,34,1454,85,2,8,1,SL,0.04211209483145392,0.03401360544217687,4.826678923440462,0.46354145592592555
321,J Charles ,2012,48,48,0,1283,130,26,1531,83,2,4,7,WI,0.04307330482570977,0.017006802721088433,4.841409239186657,0.4627139938024658
249,Khaled Mashud ,1995,126,110,27,1818,71,21,3315,54,0,7,8,BDESH,0.20034321482072262,0.0,4.46328567109685,0.45439086263541695
271,BA Young ,1990,74,73,5,1668,74,24,2733,61,0,9,5,NZ,0.11023906763726452,0.0,4.625864711554845,0.4527439428494096
371,IDS Smith ,1980,98,77,16,1055,62,17,1061,99,0,3,7,NZ,0.04028077682970318,0.0,4.748480950960666,0.451127749898965
364,F Behardien ,2013,59,49,14,1074,70,30,1097,97,0,6,4,SA,0.043945830247561476,0.0,4.736342079651302,0.450678516516837
289,RS Morton ,2002,56,51,6,1519,110,33,2289,66,2,10,7,WI,0.0956498338559461,0.04251700680272108,4.5579415889473935,0.4496306301267252
328,AB Agarkar ,1998,191,113,26,1269,95,14,1574,80,0,3,10,INDIA,0.09639359167305835,0.0,4.615498933807523,0.44918869420318186
406,Imad Wasim ,2015,53,39,16,952,63,41,868,109,0,5,1,PAK,0.042605799912096384,0.0,4.717701865281119,0.4486867826074082
336,Harbhajan Singh ,1998,236,128,35,1237,49,13,1526,81,0,0,17,INDIA,0.10733158583284311,0.0,4.555350144510564,0.44561326023863457
323,Nasir Hossain ,2011,65,52,8,1281,100,29,1605,79,1,6,4,BDESH,0.06858273599254808,0.012755102040816325,4.600905009873795,0.4444165368218601
389,BL Cairns ,1974,78,65,6,987,60,16,941,104,0,2,6,NZ,0.026690833074508837,0.0,4.666782255294274,0.44095634424375785
341,RW Marsh ,1971,92,76,15,1225,66,20,1489,82,0,4,7,AUS,0.062391852939724136,0.0,4.566852520695091,0.4382912952648698
349,B Lee ,2000,221,110,44,1176,59,17,1407,83,0,3,16,AUS,0.12115113790594671,0.0,4.437644010353475,0.43719922442304215
334,SP O'Donnell ,1985,87,64,15,1242,74,25,1534,80,0,9,5,AUS,0.07593213609713141,0.0,4.517296828832896,0.4361916755561623
343,Shaiman Anwar ,2014,40,40,1,1219,106,31,1477,82,1,11,2,UAE,0.041111999000544214,0.023384353741496597,4.5444842634508715,0.43550258291267596
292,RD Shah ,1998,56,55,1,1506,113,27,2298,65,1,12,5,KENYA,0.07856665728617805,0.02551020408163265,4.450464840725163,0.43401521682259475
327,JEC Franklin ,2001,110,80,27,1270,98,23,1651,76,0,4,5,NZ,0.09529348395675827,0.0,4.388179246366254,0.4277470114593551
301,MO Odumbe ,1996,61,59,5,1409,83,26,2014,69,0,11,6,KENYA,0.07233456307431896,0.0,4.420049466545521,0.42643468672597656
322,MJ Prior ,2004,68,62,9,1282,87,24,1670,76,0,3,5,ENG,0.06182502683053662,0.0,4.429642357355542,0.4253672561483423
311,PG Fulton ,2004,49,46,5,1334,112,32,1833,72,1,8,2,NZ,0.06482096297742347,0.017006802721088433,4.3667202678717985,0.42243200763856026
318,AA Obanda ,2007,49,45,2,1306,96,30,1764,74,0,9,2,KENYA,0.058482088119974934,0.0,4.393816774614798,0.4213958478723964
356,MF Maharoof ,2004,109,75,18,1113,69,19,1294,86,0,2,3,SL,0.06113267935874589,0.0,4.3517171685006755,0.4179581498113176
330,Basit Ali ,1993,50,43,6,1265,127,34,1669,75,1,9,3,PAK,0.06401667770941545,0.01913265306122449,4.313391069198077,0.41759763165929087
331,MN Waller ,2009,79,72,6,1259,99,19,1639,76,0,5,10,ZIM,0.05592280607490979,0.0,4.3501713946260745,0.4168403343627419
