,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Region,Region1,Region2,Final Region,p1_z,p2_z,p3_z,rating
1129,CL White ,47,5,7,0,51,1,1,51,7,42,0,0,,AUS,,AUS,0.04770493224193803,0.04870129870129873,0.0,0.08423090626791208
687,EB Ringera ,1,1,4,0,18,4,4,4,4,6,1,0,,KENYA,,KENYA,0.0,0.11131725417439704,0.0,0.08348794063079779
717,MNM Aslam ,6,5,14,0,85,3,1,28,6,28,0,0,,KUW,,KUW,0.00983558929807183,0.09740259740259745,0.0,0.08288753735001991
773,NCK Liyanage ,6,5,14,0,100,3,1,33,7,28,0,0,,MAL,,MAL,0.009361769145406353,0.09740259740259745,0.0,0.08241371719735446
933,GA Rogers ,2,2,7,0,67,2,2,33,8,23,0,0,,SCOT,,SCOT,0.0021398329475214514,0.10667903525046385,0.0,0.08214910938536935
795,D Pretorius ,6,6,14,0,116,3,1,38,8,28,0,0,,SA,,SA,0.008919724707563092,0.09740259740259745,0.0,0.08197167275951117
766,SKW Kelly ,3,3,7,0,50,3,2,16,7,14,0,0,,BMUDA,,BMUDA,0.008773850043074845,0.09740259740259745,0.0,0.08182579809502294
738,NS Dhaliwal ,12,5,8,0,43,3,1,14,5,16,0,0,,CAN,,CAN,0.03994762422601475,0.05565862708719853,0.0,0.08169159454141361
660,ML Lewis ,2,2,7,0,49,4,2,12,6,11,0,0,,AUS,,AUS,0.005154857570579178,0.10204081632653064,0.0,0.08168546981547714
746,P Florin ,4,2,1,0,10,3,2,3,6,3,0,0,,ROM,,ROM,0.06567147315943338,0.020871985157699446,0.0,0.08132546202770796
669,Mohammad Kashif ,3,3,7,0,55,4,2,13,7,10,0,0,,NL,,NL,0.01102672378111248,0.09276437847866423,0.0,0.08060000764011066
847,DNA Ankrah ,4,4,12,1,85,2,1,42,7,36,0,0,,Ghana,,,0.00409564026155607,0.08348794063079779,0.025412280609888205,0.07941773603959851
1027,Irfan Mir ,4,4,15,0,73,1,1,73,4,90,0,0,,Chile,,,0.0009866681782681101,0.1043599257884973,0.0,0.07925661251964106
751,TGJ Gruijters ,8,5,12,0,74,3,1,24,6,24,0,0,,NL,,NL,0.01655909726439478,0.08348794063079781,0.0,0.07917505273749315
1038,H Lakov ,3,3,12,1,72,1,1,72,6,72,0,0,,,,,0.0010121409841776536,0.08348794063079783,0.030169370592800816,0.07871278175367646
776,SI Mahmood ,4,4,14,0,155,3,1,51,11,28,0,0,,ENG,,ENG,0.004889014794981226,0.09740259740259745,0.0,0.07794096284692931
907,Z McLaughlin ,3,3,7,0,54,2,2,27,7,21,0,0,,Caym,,,0.004796554431477537,0.09740259740259745,0.0,0.07784850248342562
560,GC Galanis ,2,2,4,0,32,5,3,6,7,5,0,0,,,,,0.012522302408895538,0.08696660482374771,0.0,0.07774725602670629
960,S Vashisht ,3,3,9,1,31,2,1,15,3,27,0,0,,ROM,,ROM,0.004039148671741497,0.06261595547309834,0.05348023872087323,0.07774123463700189
862,FA Cossa ,6,5,14,0,110,2,1,55,7,42,0,0,,Moz,,,0.004628458665488915,0.09740259740259745,0.0,0.07768040671743698
756,J Hill ,4,2,6,0,50,3,2,16,8,12,0,0,,PHI,,PHI,0.015040885788128297,0.08348794063079781,0.0,0.07765684126122663
1251,Mehrab Hossain jnr ,2,1,2,0,20,0,0,0,7,0,0,0,,BDESH,,BDESH,0.07760532150776052,0.0,0.0,0.0776053215077605
1247,D Marks ,2,2,7,0,54,0,0,0,7,0,0,0,,MALTA,,MALTA,0.07760532150776052,0.0,0.0,0.0776053215077605
761,D Jakiel ,2,2,7,0,44,3,2,14,6,14,0,0,,ZIM,,ZIM,0.004357922642837972,0.09740259740259745,0.0,0.07740987069478605
808,Sikander Zulfiqar ,11,7,10,0,79,3,1,26,7,20,0,0,,NL,,NL,0.0250953023983939,0.06957328385899818,0.0,0.07727526529264256
826,MB van Schelven ,2,2,7,0,30,3,2,10,4,14,0,0,,NL,,NL,0.00418037764627791,0.09740259740259745,0.0,0.07723232569822602
817,Syazrul Idrus ,2,2,7,0,64,3,2,21,9,14,0,0,,MAL,,MAL,0.004146079181033352,0.09740259740259745,0.0,0.07719802723298147
747,BC Fortuin ,2,2,7,0,51,3,2,17,7,14,0,0,,SA,,SA,0.004099794054924779,0.09740259740259745,0.0,0.07715174210687287
803,R Sharma ,2,2,7,0,56,3,2,18,7,14,0,0,,INDIA,,INDIA,0.0038445665290468807,0.09740259740259745,0.0,0.07689651458099495
745,B Fernando ,2,2,7,0,71,3,2,23,9,14,0,0,,SL,,SL,0.0037302870448205454,0.09740259740259745,0.0,0.07678223509676863
845,Alok Kapali ,7,2,5,0,35,2,2,17,7,15,0,0,,BDESH,,BDESH,0.02459876432954868,0.06957328385899816,0.0,0.0767787272237973
829,RR Watson ,10,5,10,0,92,3,1,30,9,20,0,0,,SCOT,,SCOT,0.024404366799892687,0.06957328385899818,0.0,0.0765843296941413
1085,KP Pietersen ,37,3,5,0,53,1,1,53,10,30,0,0,,ENG,,ENG,0.050362785259212534,0.03478664192949909,0.0,0.07645276670633688
953,AL Stephen ,2,2,7,0,29,2,2,14,4,21,0,0,,VAN,,VAN,0.002905281761891982,0.09740259740259745,0.0,0.07595722981384007
838,Zulqarnain Haider ,5,5,13,0,60,3,1,20,4,26,0,0,,ESP,,ESP,0.00779583939441016,0.09044526901669764,0.0,0.07562979115693336
895,J Louw ,2,2,7,0,54,2,2,27,7,21,0,0,,SA,,SA,0.0023982772157387666,0.09740259740259745,0.0,0.07545022526768685
871,K Dorji ,2,2,7,0,69,2,2,34,9,21,0,0,,BHU,,BHU,0.0023178166997447087,0.09740259740259745,0.0,0.07536976475169282
1016,Haroon Arshad ,10,8,13,0,108,1,1,108,7,83,0,0,,HKG,,HKG,0.0020595892119894127,0.09624304267161415,0.0,0.07424187121570003
967,HN Ya France ,6,6,13,0,82,2,1,41,6,39,0,0,,NAM,,NAM,0.0060452890319856265,0.09044526901669762,0.0,0.07387924079450886
727,PR Brown ,4,4,13,0,128,3,1,42,9,26,0,0,,ENG,,ENG,0.005265823193429234,0.09044526901669764,0.0,0.07309977495595243
798,RJ Ranpura ,3,2,6,0,32,3,2,10,5,12,0,0,,OMAN,,OMAN,0.01045094411569478,0.08348794063079781,0.0,0.0730668995887932
1188,A Djorovic ,2,2,6,1,32,0,0,0,5,0,0,0,,Serb,,,0.055432372505543226,0.0,0.03452471647657216,0.07269473074382932
929,S Rakshit ,7,5,12,0,99,2,1,49,7,38,0,0,,CZK-R,,CZK-R,0.006597410667629738,0.08812615955473099,0.0,0.07269203033367799
850,S Arachchige ,4,4,6,0,42,2,2,21,7,18,0,0,,ITA,,ITA,0.009674184755744488,0.08348794063079779,0.0,0.07229014022884284
615,D Ajekun ,6,6,11,0,76,4,1,19,6,16,0,0,,NGA,,NGA,0.015498021679390907,0.07421150278293137,0.0,0.07115664876658945
875,V Ganesan ,4,4,9,1,44,2,1,22,4,27,0,0,,GER,,GER,0.00523831105553252,0.06261595547309834,0.037472142664004414,0.07093634899235851
932,AJ Redmond ,7,1,2,0,24,2,2,12,8,8,0,0,,NZ,,NZ,0.041238860564633446,0.037105751391465686,0.0,0.06906817410823268
1064,T Mupariwa ,4,4,13,0,94,1,1,94,7,78,0,0,,ZIM,,ZIM,0.0010096369243454437,0.09044526901669765,0.0,0.06884358868686868
950,LA Simango ,3,3,6,0,55,2,2,27,8,18,0,0,,Moz,,,0.005481776493117186,0.08348794063079779,0.0,0.06809773196621555
1111,JT Smuts ,8,6,12,0,101,1,1,101,7,76,0,0,,SA,,SA,0.0019527352766347255,0.08812615955473105,0.0,0.06804735494268299
968,Zain ul Tashnam ,3,2,8,1,35,2,1,17,4,24,0,0,,CRC,,CRC,0.004685478919914037,0.05565862708719854,0.04203386317360374,0.0674463808221148
816,Suhail Sadiq ,2,2,6,0,45,3,2,15,7,12,0,0,,LUX,,LUX,0.0047123401170317426,0.08348794063079781,0.0,0.0673282955901301
758,Z Hoque ,3,3,12,0,51,3,1,17,4,24,0,0,,THAI,,THAI,0.004685478919914037,0.08348794063079781,0.0,0.0673014343930124
1245,D Manani ,2,2,4,0,27,0,0,0,6,0,0,0,,ROM,,ROM,0.06651884700665188,0.0,0.0,0.0665188470066519
1335,T Tshose ,2,1,2,0,12,0,0,0,6,0,0,0,,Botsw,,,0.06651884700665188,0.0,0.0,0.0665188470066519
1209,EH Hutchinson ,2,1,3,0,20,0,0,0,6,0,0,0,,USA,,USA,0.06651884700665188,0.0,0.0,0.0665188470066519
1353,N Yordanov ,2,1,3,0,20,0,0,0,6,0,0,0,,,,,0.06651884700665188,0.0,0.0,0.0665188470066519
784,Mohammed Siraj ,3,3,12,0,148,3,1,49,12,24,0,0,,INDIA,,INDIA,0.0037699489529312807,0.08348794063079781,0.0,0.06638590442602965
863,KM Dabengwa ,8,7,11,0,106,2,1,53,9,33,0,0,,ZIM,,ZIM,0.008813487420362196,0.07653061224489799,0.0,0.06621144660403566
1107,LPC Silva ,16,2,3,0,15,1,1,15,5,18,0,0,,SL,,SL,0.05048935839676868,0.020871985157699457,0.0,0.06614334726504323
894,KS Lokuarachchi ,2,2,6,0,48,2,2,24,8,18,0,0,,SL,,SL,0.0031541137646466243,0.08348794063079779,0.0,0.06577006923774498
855,MO Bacarese ,3,3,12,0,51,2,1,25,4,36,0,0,,GIBR,,GIBR,0.0030053525781349308,0.08348794063079779,0.0,0.06562130805123328
937,Sadeeq Khan ,3,3,12,0,63,2,1,31,5,36,0,0,,ROM,,ROM,0.0028929160913104554,0.08348794063079779,0.0,0.06550887156440882
889,D Kegasitswe ,4,3,12,0,156,2,1,78,13,36,0,0,,Botsw,,,0.0028245794907283315,0.08348794063079779,0.0,0.06544053496382668
854,Aziz Mohammad ,3,3,12,0,84,2,1,42,7,36,0,0,,Belg,,,0.0027304268410373814,0.08348794063079779,0.0,0.0653463823141357
906,B Mavuta ,3,3,12,0,81,2,1,40,6,36,0,0,,ZIM,,ZIM,0.002499752849294568,0.08348794063079779,0.0,0.06511570832239288
956,R Telemachus ,3,3,12,0,90,2,1,45,7,36,0,0,,SA,,SA,0.0024824915301845506,0.08348794063079779,0.0,0.06509844700328288
812,DC Smith ,4,4,11,0,89,3,1,29,8,22,0,0,,PHI,,PHI,0.007538705261461109,0.07653061224489799,0.0,0.06493666444513457
810,M Simpson-Parker ,3,3,5,0,40,3,2,13,8,10,0,0,,Aut,,,0.012601970035557122,0.06957328385899818,0.0,0.06478193292980577
1124,DLS van Bunge ,14,2,2,0,15,1,1,15,6,14,0,0,,NL,,NL,0.05250893273263943,0.016233766233766243,0.0,0.06468425740796413
1055,SF Mire ,9,5,12,0,115,1,1,115,9,72,0,0,,ZIM,,ZIM,0.001901064805064119,0.08348794063079783,0.0,0.06451702027816253
1035,Khurram Chohan ,4,4,12,0,106,1,1,106,8,73,0,0,,CAN,,CAN,0.0008313856614219256,0.08464749536178112,0.0,0.06431700718275779
852,Ashfaq Ahmed ,12,2,6,0,34,2,1,17,5,18,0,0,,UAE,,UAE,0.03221266757440898,0.04174397031539889,0.0,0.06352064531095813
948,Shuvagata Hom ,5,4,11,0,71,2,1,35,6,33,0,0,,BDESH,,BDESH,0.005955827611878569,0.07653061224489799,0.0,0.06335378679555204
774,DL Maddy ,4,2,3,0,26,3,2,8,8,6,0,0,,ENG,,ENG,0.03177651927069358,0.04174397031539889,0.0,0.06308449700724272
893,B Laughlin ,3,3,11,0,118,2,1,59,9,35,0,0,,AUS,,AUS,0.002132796886643164,0.0811688311688312,0.0,0.06300942026326656
821,AC Thomas ,1,1,4,0,25,3,3,8,6,8,0,0,,SA,,SA,0.0,0.08348794063079781,0.0,0.0626159554730984
730,CG Burnett ,1,1,4,0,18,3,3,6,4,8,0,0,,SCOT,,SCOT,0.0,0.08348794063079781,0.0,0.0626159554730984
897,AJ McKay ,2,2,5,0,31,2,2,15,5,17,0,0,,NZ,,NZ,0.003365957226451244,0.07884972170686458,0.0,0.06250324850659966
846,Anique Uddin ,6,2,2,0,14,2,2,7,5,7,0,0,,DEN,,DEN,0.038081384205355,0.03246753246753248,0.0,0.06243203355600435
787,A Nathwani ,5,4,10,0,79,3,1,26,7,20,0,0,,Aut,,,0.01003812095935756,0.06957328385899818,0.0,0.06221808385360622
920,E Packard ,4,4,11,0,79,2,1,39,7,33,0,0,,GIBR,,GIBR,0.004524759068801334,0.07653061224489799,0.0,0.06192271825247486
765,E Katchay ,4,4,10,0,71,3,1,23,7,20,0,0,,CAN,,CAN,0.008704003104581274,0.06957328385899818,0.0,0.06088396599882989
755,Hayatullah Niazi ,4,4,10,0,81,3,1,27,8,20,0,0,,NOR,,NOR,0.008222664739675773,0.06957328385899818,0.0,0.0604026276339244
965,G Wijekoon ,3,3,11,0,101,2,1,50,9,33,0,0,,SL,,SL,0.002745491264987928,0.07653061224489799,0.0,0.06014345044866143
981,B Arora ,4,4,11,0,75,1,1,75,6,67,0,0,,MALTA,,MALTA,0.0014066405863826976,0.07769016697588133,0.0,0.05967426581829366
843,Ahmed Hassan ,11,5,7,0,81,2,1,40,10,22,0,0,,Mald,,,0.020831273744121394,0.05102040816326532,0.0,0.05909657986657041
1045,A Makesh ,4,4,9,1,79,1,1,79,8,54,0,0,,KUW,,KUW,0.001694747694436999,0.06261595547309837,0.020559986654557074,0.0589367076265393
1098,S Saeed ,5,5,11,0,95,1,1,95,8,66,0,0,,Mald,,,0.001498513750870591,0.07653061224489802,0.0,0.058896472934544086
1003,KR Ebanks ,5,5,11,0,104,1,1,104,9,66,0,0,,Caym,,,0.001319947723551904,0.07653061224489802,0.0,0.05871790690722545
1094,GA Reynold ,3,3,8,1,49,1,1,49,6,48,0,0,,Blz,,,0.0018849744764656404,0.05565862708719855,0.02984615382962668,0.05855202170667784
1071,A Ndlovu ,3,3,11,0,90,1,1,90,8,66,0,0,,ZIM,,ZIM,0.000853650690531229,0.07653061224489802,0.0,0.058251609874204746
1034,B Khumalo ,3,3,11,0,96,1,1,96,8,66,0,0,,Botsw,,,0.0007296830351048181,0.07653061224489802,0.0,0.058127642218778364
735,M Cope ,2,2,5,0,61,3,2,20,12,10,0,0,,LUX,,LUX,0.005846879545807617,0.06957328385899818,0.0,0.05802684244005624
796,P Raho ,2,2,3,0,20,3,3,6,6,6,0,0,,PNG,,PNG,0.010733402064767602,0.06261595547309835,0.0,0.05769536866959135
1063,EMDY Munaweera ,13,5,10,0,92,1,1,92,9,60,0,0,,SL,,SL,0.005471087665736831,0.06957328385899818,0.0,0.057651050559985484
775,S Mahmood ,3,3,10,0,115,3,1,38,11,20,0,0,,ENG,,ENG,0.004905848589159703,0.06957328385899818,0.0,0.057085811483408355
840,Aaron Jones ,8,3,7,0,28,2,1,14,4,21,0,0,,USA,,USA,0.020336972333243882,0.048701298701298724,0.0,0.05686294635921796
938,TK Saha ,4,4,10,0,88,2,1,44,8,30,0,0,,Fin,,,0.004390937208314013,0.06957328385899816,0.0,0.05657090010256266
716,S Appu ,4,4,9,0,74,3,1,24,8,18,0,0,,MALTA,,MALTA,0.009462341293939875,0.06261595547309834,0.0,0.056424307898763626
869,LHD Dilhara ,2,2,5,0,30,2,2,15,6,15,0,0,,SL,,SL,0.004039148671741493,0.06957328385899816,0.0,0.05621911156599013
955,T Taylor ,6,4,9,0,74,2,1,37,8,27,0,0,,Caym,,,0.009237138334543968,0.06261595547309834,0.0,0.05619910493936775
941,Saqib Zulfiqar ,6,4,9,0,61,2,1,30,6,27,0,0,,NL,,NL,0.009038654370330624,0.06261595547309834,0.0,0.0560006209751544
879,LHB Harrington-Myers ,4,2,4,0,26,2,2,13,6,12,0,0,,Caym,,,0.014177216290001753,0.05565862708719854,0.0,0.05592118660540063
913,S Murari ,3,3,10,0,52,2,1,26,5,30,0,0,,CRC,,CRC,0.0035850431997705586,0.06957328385899816,0.0,0.05576500609401919
898,DSK Madushanka ,2,2,5,0,62,2,2,31,12,15,0,0,,SL,,SL,0.003471499309572544,0.06957328385899816,0.0,0.05565146220382117
1237,RDM Leverock ,2,2,5,0,27,0,0,0,5,0,0,0,,BMUDA,,BMUDA,0.055432372505543226,0.0,0.0,0.055432372505543226
1274,S Nadigotla ,2,1,2,0,10,0,0,0,5,0,0,0,,ROM,,ROM,0.055432372505543226,0.0,0.0,0.055432372505543226
900,GI Maiden ,3,3,10,0,58,2,1,29,5,30,0,0,,SCOT,,SCOT,0.003141127192275463,0.06957328385899816,0.0,0.05532109008652408
899,R Mahajan ,3,3,10,0,93,2,1,46,9,30,0,0,,PHI,,PHI,0.0030947566594066835,0.06957328385899816,0.0,0.055274719553655316
1022,A Husain ,5,4,10,0,51,1,1,51,5,60,0,0,,Arg,,,0.002963039269685592,0.06957328385899818,0.0,0.05514300216393425
896,Lucky Ali ,2,2,7,1,40,2,1,20,5,21,0,0,,DEN,,DEN,0.0024361998107531742,0.048701298701298724,0.03211402279366207,0.0550191852335582
935,SI Runsewe ,6,2,2,0,23,2,1,11,9,7,0,0,,NGA,,NGA,0.04246498484356327,0.01623376623376624,0.0,0.05464030951888793
835,Zaki Ul Hassan ,3,3,9,0,56,3,1,18,6,18,0,0,,Belg,,,0.006590685478366087,0.06261595547309834,0.0,0.05355265208318988
1132,LJ Woodcock ,3,3,10,0,70,1,1,70,7,60,0,0,,NZ,,NZ,0.0012428149759204626,0.06957328385899818,0.0,0.05342277787016908
1077,L Nou ,3,3,10,0,65,1,1,65,6,60,0,0,,PNG,,PNG,0.001212396427558774,0.06957328385899818,0.0,0.053392359321807414
1134,Yusuf Ebrahim ,3,3,7,1,44,1,1,44,6,42,0,0,,PNM,,PNM,0.0021954686041570077,0.04870129870129873,0.02914499984978121,0.05329394255502162
911,Mohsin Hub ,4,3,9,0,39,2,1,19,4,27,0,0,,Peru,,,0.006199208671756363,0.06261595547309834,0.0,0.05316117527658015
977,Amir Ali ,10,5,9,0,67,1,1,67,7,54,0,0,,OMAN,,OMAN,0.006042281425502016,0.06261595547309837,0.0,0.053004248030325773
878,Hafez Farooq ,4,1,2,0,14,2,2,7,7,6,0,0,,Peru,,,0.03198836273249821,0.02782931354359926,0.0,0.05286034789019767
809,KM Silva ,3,2,3,0,18,3,2,6,6,6,0,0,,,,,0.02146680412953523,0.04174397031539889,0.0,0.05277478186608442
1061,Muhammad Tanveer ,15,3,8,0,63,1,1,63,7,48,0,0,,QAT,,QAT,0.010435252007412988,0.05565862708719855,0.0,0.05217922232281186
1068,Naveed Ahmed ,7,5,9,0,56,1,1,56,6,54,0,0,,CZK-R,,CZK-R,0.004630292808015358,0.06261595547309837,0.0,0.051592259412839125
905,MJ Mason ,3,3,9,0,65,2,1,32,7,27,0,0,,NZ,,NZ,0.003892623610659965,0.06261595547309834,0.0,0.05085459021548372
1050,T Maruma ,13,2,3,0,20,1,1,20,6,18,0,0,,ZIM,,ZIM,0.03508127727484571,0.020871985157699457,0.0,0.050735266143120294
1028,E Isaneez ,3,3,9,0,53,1,1,53,5,56,0,0,,UGA,,UGA,0.0013989662572003487,0.06493506493506497,0.0,0.05010026495849912
1018,TM Head ,16,3,4,0,39,1,1,39,9,24,0,0,,AUS,,AUS,0.029087736870865723,0.027829313543599275,0.0,0.04995972202856519
987,SR Bhudia ,4,4,9,0,63,1,1,63,7,54,0,0,,KENYA,,KENYA,0.0022361254301599257,0.06261595547309837,0.0,0.04919809203498371
872,Ehsan Nawaz ,5,5,7,0,79,2,1,39,10,23,0,0,,HKG,,HKG,0.008618588702478731,0.053339517625231925,0.0,0.04862322692140264
1009,C Fry ,3,3,7,1,62,1,1,62,8,42,0,0,,LUX,,LUX,0.0017494169749027028,0.04870129870129873,0.02052525581915964,0.04853801891045656
1089,Qasim Zia ,3,3,9,0,68,1,1,68,7,54,0,0,,BAH,,BAH,0.0013084449111462097,0.06261595547309837,0.0,0.04827041151597
999,H Davids ,9,2,2,0,13,1,1,13,6,12,0,0,,SA,,SA,0.03780591010667135,0.013914656771799637,0.0,0.04824190268552109
1097,Saber Zakhil ,3,3,9,0,69,1,1,69,7,54,0,0,,Belg,,,0.0012751543642925704,0.06261595547309837,0.0,0.048237120969116365
1080,AM Oyede ,8,3,8,0,44,1,1,44,5,48,0,0,,NGA,,NGA,0.006403450095457936,0.05565862708719855,0.0,0.048147420410856845
1135,Zaheer Maqsood ,3,3,9,0,80,1,1,80,8,54,0,0,,UAE,,UAE,0.0011015860013840503,0.06261595547309837,0.0,0.048063552606207816
1002,M Dixit ,3,3,9,0,93,1,1,93,10,54,0,0,,LUX,,LUX,0.0009870842306308595,0.06261595547309837,0.0,0.04794905083545464
1020,BJ Hodge ,15,3,5,0,43,1,1,43,8,30,0,0,,AUS,,AUS,0.021151502232895775,0.03478664192949909,0.0,0.04724148368002007
794,R Pisal ,1,1,3,0,4,3,3,1,1,6,0,0,,ROM,,ROM,0.0,0.06261595547309835,0.0,0.04696196660482377
722,S Bantzas ,1,1,3,0,12,3,3,4,4,6,0,0,,,,,0.0,0.06261595547309835,0.0,0.04696196660482377
959,T Turan ,4,3,8,0,111,2,1,55,13,24,0,0,,TKY,,TKY,0.005157425370116221,0.05565862708719854,0.0,0.0469013956855151
867,AS Dean ,2,2,4,0,32,2,2,16,8,12,0,0,,CAN,,CAN,0.005013628596042765,0.05565862708719854,0.0,0.046757598911441656
915,M Nasim Baras ,3,3,8,0,56,2,1,28,7,24,0,0,,AFG,,AFG,0.004589941672433522,0.05565862708719854,0.0,0.04633391198783243
856,LS Baker ,3,3,8,0,58,2,1,29,7,24,0,0,,WI,,WI,0.0043975780691856495,0.05565862708719854,0.0,0.04614154838458456
1046,DJ Malan ,9,1,2,0,27,1,1,27,13,12,0,0,,ENG,,ENG,0.03563154720526168,0.013914656771799637,0.0,0.04606753978411143
1012,NA Greenwood ,8,2,2,0,14,1,1,14,7,12,0,0,,JER,,JER,0.03558970158317679,0.013914656771799637,0.0,0.046025694162026565
1024,Ibrahim Rizan ,5,4,8,0,63,1,1,63,7,49,0,0,,Mald,,,0.0029815005735465685,0.05681818181818185,0.0,0.04559513693718298
877,D Gim ,6,4,6,0,65,2,1,32,10,18,0,0,,NGA,,NGA,0.013902227180928437,0.04174397031539889,0.0,0.045210204917477625
1031,D Kansonkho ,7,3,7,0,60,1,1,60,8,45,0,0,,MWI,,MWI,0.005536175801827513,0.05217996289424865,0.0,0.044671147972514036
957,S Thuraisingam ,3,3,7,0,44,2,1,22,5,23,0,0,,CAN,,CAN,0.004365259212943768,0.053339517625231925,0.0,0.0443698974318677
909,Mohameed Taiwo ,2,2,8,0,41,2,1,20,5,24,0,0,,NGA,,NGA,0.0024361998107531742,0.05565862708719854,0.0,0.04418017012615205
939,Sajid Liaqat ,2,2,8,0,72,2,1,36,9,24,0,0,,GER,,GER,0.0021537418616803436,0.05565862708719854,0.0,0.04389771217707922
989,CC Blake ,3,3,8,0,49,1,1,49,6,48,0,0,,VAN,,VAN,0.0018849744764656404,0.05565862708719855,0.0,0.04362894479186452
934,IH Romaine ,2,2,3,0,21,2,2,10,5,11,0,0,,BMUDA,,BMUDA,0.005225472057847387,0.05102040816326532,0.0,0.0434907781802964
984,AA Banner ,3,2,8,0,39,1,1,39,4,48,0,0,,Blz,,,0.0017237177404957472,0.05565862708719855,0.0,0.04346768805589463
858,GG Banner ,3,1,3,0,10,2,2,5,2,10,0,0,,Blz,,,0.008643213241628657,0.046382189239332114,0.0,0.04342985517112774
880,NM Hauritz ,3,2,7,0,47,2,1,23,6,22,0,0,,AUS,,AUS,0.0049737160597607315,0.05102040816326532,0.0,0.04323902218220971
891,AK Kitchen ,5,3,6,0,46,2,1,23,7,18,0,0,,NZ,,NZ,0.011605337472775035,0.04174397031539889,0.0,0.04291331520932418
978,Amir Mangal ,9,5,6,0,57,1,1,57,8,40,0,0,,GER,,GER,0.008007930626345562,0.046382189239332135,0.0,0.04279457255584468
1032,A Karn ,2,2,8,0,49,1,1,49,6,48,0,0,,NEPAL,,NEPAL,0.0009424872382328193,0.05565862708719855,0.0,0.04268645755363171
993,CL Cairns ,2,2,8,0,52,1,1,52,6,48,0,0,,NZ,,NZ,0.0008636694981265438,0.05565862708719855,0.0,0.042607639813525444
1095,Riazat Ali Shah ,4,3,7,0,58,1,1,58,7,46,0,0,,UGA,,UGA,0.0025567314355730477,0.053339517625231946,0.0,0.04256136965449703
1025,Iftikhar Anjum ,2,2,8,0,67,1,1,67,8,48,0,0,,PAK,,PAK,0.0007672738318097795,0.05565862708719855,0.0,0.04251124414720869
997,MS Crane ,2,2,8,0,62,1,1,62,7,48,0,0,,ENG,,ENG,0.0007653699265199319,0.05565862708719855,0.0,0.042509340241918825
1110,J Singye ,2,2,8,0,69,1,1,69,8,48,0,0,,BHU,,BHU,0.0007286596367386112,0.05565862708719855,0.0,0.04247262995213752
1127,Washeem Abbas ,2,2,8,0,70,1,1,70,8,48,0,0,,MALTA,,MALTA,0.0007101799862402635,0.05565862708719855,0.0,0.04245415030163918
1079,JL Ontong ,14,4,6,0,83,1,1,83,13,36,0,0,,SA,,SA,0.010783597905114926,0.041743970315398914,0.0,0.0420915756416641
908,SC Meaker ,2,2,7,0,70,2,1,35,8,23,0,0,,ENG,,ENG,0.0019852758706261887,0.053339517625231925,0.0,0.04198991408955011
851,JC Archer ,1,1,4,0,29,2,2,14,7,12,0,0,,ENG,,ENG,0.0,0.05565862708719854,0.0,0.04174397031539889
903,B Masaba ,1,1,4,0,14,2,2,7,3,12,0,0,,UGA,,UGA,0.0,0.05565862708719854,0.0,0.04174397031539889
921,MS Panesar ,1,1,4,0,40,2,2,20,10,12,0,0,,ENG,,ENG,0.0,0.05565862708719854,0.0,0.04174397031539889
890,A Khan ,1,1,4,0,34,2,2,17,8,12,0,0,,ENG,,ENG,0.0,0.05565862708719854,0.0,0.04174397031539889
917,R Ngarava ,1,1,4,0,48,2,2,24,12,12,0,0,,ZIM,,ZIM,0.0,0.05565862708719854,0.0,0.04174397031539889
954,MJ Swepson ,1,1,4,0,37,2,2,18,9,12,0,0,,AUS,,AUS,0.0,0.05565862708719854,0.0,0.04174397031539889
958,CT Tremlett ,1,1,4,0,45,2,2,22,11,12,0,0,,ENG,,ENG,0.0,0.05565862708719854,0.0,0.04174397031539889
970,Ziaur Rahman ,1,1,4,0,42,2,2,21,10,12,0,0,,AFG,,AFG,0.0,0.05565862708719854,0.0,0.04174397031539889
919,L Nussbaumer ,1,1,4,0,44,2,2,22,11,12,0,0,,GUE,,GUE,0.0,0.05565862708719854,0.0,0.04174397031539889
971,Adnan Idrees ,6,3,7,0,67,1,1,67,9,42,0,0,,KUW,,KUW,0.004315915303930011,0.04870129870129873,0.0,0.04084188932990407
925,N Pathan ,4,4,6,0,60,2,1,30,10,18,0,0,,THAI,,THAI,0.00903865437033062,0.04174397031539889,0.0,0.04034663210687983
1122,JJ Tucker ,5,4,7,0,62,1,1,62,8,42,0,0,,BMUDA,,BMUDA,0.0034988339498054043,0.04870129870129873,0.0,0.04002480797577945
1090,Raag Kapur ,4,3,7,0,49,1,1,49,7,42,0,0,,HKG,,HKG,0.003298705333814869,0.04870129870129873,0.0,0.03982467935978895
1139,Zohaib Sarwar ,4,4,7,0,51,1,1,51,7,42,0,0,,PORT,,PORT,0.003111191233169872,0.04870129870129873,0.0,0.03963716525914396
992,DL Brangman ,5,5,7,0,84,1,1,84,12,42,0,0,,BMUDA,,BMUDA,0.002985984033055653,0.04870129870129873,0.0,0.03951195805902974
942,Saqlain Ali ,2,2,7,0,36,2,1,18,5,21,0,0,,Belg,,,0.0027461189493192,0.048701298701298724,0.0,0.039272092975293216
841,YA Abdulla ,2,2,7,0,44,2,1,22,6,21,0,0,,SA,,SA,0.0026191555277662593,0.048701298701298724,0.0,0.03914512955374028
